,heading,content,extract_tag,len_cut_heading,len_cut_content,labels
1231,“一帶一路”的地緣政治風險與對策建議 - ChinaGoAbroad,比如，中電投投資的緬甸密鬆水電站引發有違民意和潛在環境問題；中交建總  宣稱中國中標高鐵項目無效、無限期擱置項目，因為政府有關人員受到腐敗指控。,一帶 地緣 風險 對策 建議 ChinaGoAbroad 一路 政治 中電 投資 緬甸 環境 問題 中交建 宣稱 中國 中標 高鐵項 目無效 擱置 項目 因為 有關 人員 腐敗 限期 指控 民意 比如 受到 政府,8.0,23.0,0
1232,長青網：高院再爆偷拍中鐵建女高層涉庭內影相「我喜歡拍便拍」 官稱已 ,2018年 -  年在悉尼大學畢業，主修會計及金融，其後加入中金任投資經理，及後任職中交建，再轉至  中國鐵建高層唐琳昨涉在庭內拍照，或被控藐視法庭。,青網 中鐵建女 高層 涉庭內 影相 喜歡 官稱 偷拍 高院 2018 大學 畢業 會計及 中金任 投資 經理 及後任 職中 交建 轉至 中國 鐵建 高層 唐琳 昨涉 庭內 藐視 被控 主修 悉尼 拍照 法庭 加入 金融,9.0,25.0,14
1233,投資巴西機遇多但仍需防範風險_新華絲路網,"2017年 - 不過,由於近期特梅爾捲入腐敗案,巴西政治形勢走嚮變得更加微妙,國際評級 . 巴西需要更多的公路、鐵路和港口等基礎設施建設,中交建擁有技術、",投資 機遇 需防範風險 新華絲 路網 巴西 巴西 2017 不過 特梅爾 腐敗案 形勢 變得 國際 評級 鐵路 基礎 設施 建設 中交建 擁有 技術 微妙 港口 公路 更加 近期 政治 需要,6.0,23.0,11
1234,嘉源律師事務所Jia Yuan Law Offices | 嘉源新聞| 嘉源海外投資及國際 ,2016年 -  與其餘5傢境外律所的仲裁與訴訟專傢共同對國際仲裁涉及的問題和應對  零部件項目、中交建收購澳大利亞JohnHolland Group Pty Ltd、河南新,嘉源 嘉源律 師事務 Jia Yuan Law Offices 新聞 投資及 國際 海外 仲裁 澳大利 2016 其餘 訴訟專 對國際 問題 項目 中交建 收購 JohnHolland Group Pty Ltd 零部件 境外 涉及 共同 河南,11.0,19.0,0
1235,張傢口再添進京快速通道太行山高速京蔚段年底通車 - 北京日報,2018年 - 中交建冀投公司總經理張新宇介紹，項目建成後嚮西經張石高速公路蔚縣  次“闖杆先生”涉嫌詐騙被捕 · “十一”假期高速八天免費4個重點日最易擁堵.,進京 京蔚 通車 日報 快速通道 太行山 高速 年底 北京 2018 中交建冀 總經理 張新宇 介紹 項目 西經 張石 蔚縣 闖杆 詐騙 免費 重點 最易 擁堵 八天 假期 被捕 涉嫌 高速公路 十一 高速 建成 先生 公司,9.0,25.0,0
1236,內地女涉庭上拍攝今提訊中鐵建：無此員工- 明報加西版(溫哥華) - Ming ,2018年 - 涉嫌在高等法院庭內拍攝的內地女子唐琳玲，今晨要再就事件到法院齣席  金融學碩士，曾任職仲量聯行(JLL)、中交建(CCCC)、中鐵建(CRCC)等。,內地 女涉 攝今 提訊 中鐵建 無此員工 明報 加西版 溫哥華 Ming 庭上 2018 庭內 唐琳玲 學碩士 職仲量 聯行 JLL 中交建 CCCC 中鐵建 CRCC 高等法院 今晨 涉嫌 曾任 法院 女子 事件 金融,11.0,19.0,0
1237,周曉輝：港廉署搜查中交建或涉梁振英醜聞-天下論壇-萬維論壇,2017年 - 可以肯定的一點是，香港廉署搜查中交建，目標明確，一定是為瞭某個特定目地而  筆者推測，應與廉署調查香港特首梁振英涉嫌收受“賄賂”有關。,周曉輝 廉署 中交建 或涉 梁振英 醜聞 論壇 萬維論壇 搜查 天下 廉署 目地 特首 2017 一點 中交建 目標 明確 某個 筆者 推測 調查 梁振英 賄賂 有關 香港 收受 搜查 涉嫌 特定 肯定 一定 可以,10.0,23.0,15
1238,美國之音：馬來西亞叫停一帶一路新馬高鐵 - Amazon S3,2018年 - 上周，馬來西亞警方搜查瞭前總理納吉布的私人住宅。  弊網站《砂拉越報告》提齣證據顯示，前大馬政府串謀中交建，抬高半島東海岸鐵路造價一倍。,美國 西亞 一帶 新馬 高鐵 Amazon S3 之音 叫停 一路 2018 西亞 瞭前 總理 納吉布 弊網 砂拉越 報告 證據 顯示 前大馬 串謀 中交建 半島東 鐵路 造價 搜查 抬高 一倍 警方 海岸 住宅 私人 上周 政府,10.0,25.0,5
1239,阿肯並購與“加拿大國傢安全” - 環球華報,2018年 - ，加拿大聯邦政府宣布以“國傢安全”為由，取消中交建國際控股有限公司（CCCI）價值約15億加元、收購加拿大第三大建築公司阿肯,並購 環球華報 阿肯 加拿大 安全 加拿大 2018 中交建國際 CCCI 價值 15 收購 大建築 邦政府 阿肯 加元 取消 控股 第三 安全 宣布 有限公司 公司,5.0,18.0,13
1240,中國交通建設公司進駐津巴布韋_南非_新聞_華人頭條,2018年 - 他還強調類似中交建的企業有望改變津巴布韋的這一局勢. 為瞭振興津巴布韋  中交建董事長劉起濤錶示：“我們將盡快在哈拉雷成立一個辦事處”。 姆南加古瓦還指齣，  【津巴時訊】ECOCASH詐騙愈演愈烈：警方齣重拳抓獲詐騙犯,中國 建設 進駐 新聞 華人頭條 巴布 南非 交通 公司 中交建 巴布 津巴 2018 還強 調類 企業 改變津 瞭振興津 劉起濤 我們 將盡快 一個 辦事處 南加 古瓦 還指 時訊 ECOCASH 詐騙 獲詐 哈拉雷 重拳 一局 愈演愈烈 警方 董事 有望 成立,9.0,29.0,0
1241,“一帶一路”基建先邁步 - 進齣口經理人,就房小兵所在的中交建來說，已經實現瞭項目生命周期全過程的風險管控。“中交建有全麵的風險管理機製，還有評審機製。我們會對整個基建項目的執行過程和執行,一帶 先邁步 經理 基建 一路 風險 執行 交建來 已經 實現 瞭項 全過程 中交 還有 評審 我們 整個 過程 小兵 生命周期 管控 基建 建有 所在 目的 管理,5.0,21.0,0
1242,陸羽仁－短炒博鰲睇位食鬍 - Homebloggerhk 按揭買樓理財基金股票,中交建（1800）午後仲停埋牌，公司待發內幕消息公告，停牌前勁升1.45元，造11.42元。  個市升開有條路，如果係炒開嘅快槍手，晨早買、收市沽，跟紅頂白玩嚇唔拘。,陸羽仁 博鰲 Homebloggerhk 買樓 理財 按揭 股票 基金 晨早 中交建 1800 午後仲停 埋牌 發內幕 前勁升 1.45 11.42 個市 升開 條路 紅頂 白玩 嚇唔 收市 停牌 公告 消息 如果 公司,8.0,21.0,0
1243,大律師好心協助法庭拍照內地女竟反嗆他(視頻) - 新唐人,2018年 - 唐女涉在法庭上拍照，高等法院日前已經將案件交給警方調查，不排除  她自稱為悉尼大學金融學碩士，曾任職仲量聯行（JLL）、中交建（CCCC）、中,大律師 協助 內地 女竟 視頻 唐人 拍照 好心 法庭 2018 唐女涉 已經將 交給 調查 自稱 大學 學碩士 職仲量 聯行 JLL 中交建 CCCC 高等法院 悉尼 拍照 法庭 警方 曾任 案件 排除 日前 金融,9.0,23.0,14
1244,肚裡是垃圾擱淺鯨魚寶寶不治| 東方網| 馬來西亞東方日報,2018年 -  滅猴計劃. 19日• 3月前. 警方及野生動物保育與國傢公園局在嫌犯引領下，在彼  國傢公園局與中交建備忘錄確保東鐵不破壞森林. 27日• 4月前.,肚裡 擱淺鯨 魚寶寶不治 東方網 西亞 東方 日報 垃圾 公園局 2018 滅猴 計劃 19 動物 與國 引領 交建備 錄確 保東鐵 27 保育 嫌犯 不破 野生 警方 森林,8.0,18.0,0
1245,PressReader - World Journal (San Francisco): 2018-05-24 - 法庭旁聽 ,2018年 - 內地女具律師資格或被控藐視法庭.  顯示，她2012年在雪梨大學畢業，主修會計及金融，其後加入中金任投資經理，及後任職中交建，再轉至目前中,PressReader World Journal San Francisco 2018 05 24 法庭 2018 內地 具律 師資格 藐視 顯示 2012 大學 畢業 會計及 中金任 投資 經理 及後任 職中 交建 轉至 雪梨 被控 主修 法庭 加入 金融 目前,9.0,24.0,14
1246,東鐵或3個月內復工~~ 停工一天損失數百萬，中交建吃不消，或會點頭 ,recent - 東鐵或3個月內復工~~ 停工一天損失數百萬，中交建吃不消，或會點頭 . 納吉被控後首都發文：一生奉獻給人民和黨，如果這是代價，「我欣然接受」.,東鐵 損失 數百萬 中交建 或會 點頭 吃不消 停工 一天 recent 東鐵 損失 數百萬 中交建 或會 點頭 納吉 發文 奉獻給 這是 代價 欣然接受 被控 吃不消 停工 首都 一生 一天 人民 如果,9.0,21.0,0
1247,【佔旺案庭上拍攝】中鐵建：女事主從來不是員工(頁1) - 香港及世界新聞討 ,周三（23日）佔旺藐視案審訊，一名唐姓內地女子涉嫌在庭上以手機拍攝，  金融學碩士，曾任仲量聯行（JLL），中交建（CCCC），中鐵建（CRCC）等。,佔旺案 拍攝 中鐵建 女事主 從來 員工 新聞討 庭上 香港 世界 不是 23 佔旺 藐視案 審訊 唐姓 以手機 學碩士 任仲量 聯行 JLL 中交建 CCCC 中鐵建 CRCC 庭上 涉嫌 周三 女子 一名 金融,11.0,20.0,0
1248,【砥礪奮進的五年】新四大發明之一的中國高鐵，在東南亞火瞭！_新聞 ,2017年 - ，由中交建承建全長688公裏的馬來西亞東海岸鐵路舉行開工儀式；另據媒體報道，“中泰鐵路”項目將於9月份在泰國總理巴育訪華期間簽約,奮進 發明 中國 高鐵 東南亞火 新聞 四大 五年 之一 2017 中交建 全長 688 西亞東 鐵路 舉行 開工 儀式 另據 媒體 報道 中泰鐵路 項目將 泰國 總理 巴育 訪華期 簽約 承建 海岸 月份,9.0,22.0,0
1249,中資建海港斯裏蘭卡重新評估- 國際- 自由時報電子報,2015年 - 投資促進部部長哈希姆（Kabir Hashim）錶示，該計畫的安全問題是讓身為國企的中國交通建設公司（中交建）得掌握鄰近擴建可倫坡海港城的高度,中資建 蘭卡 評估 國際 時報 電子 海港 自由 重新 哈希姆 2015 投資促 進部 部長 Kabir Hashim 該計畫 問題 身為 國企 中國 建設 中交建 鄰近 擴建 可倫坡 海港 掌握 高度 交通 安全 公司,9.0,23.0,0
1250,馬來西亞叫停中資承建鐵路項目專傢:尋談判空間- 香港新浪,recent - 中交建稱：“我們尊重並遵守馬來西亞法律，在這種情況下，我們別無選擇，隻能遵守停工指示。基於該通知沒有錶明停工期限，我們對因停工而產生的,西亞 中資 鐵路項 目專 尋談判 空間 承建 叫停 新浪 香港 我們 停工 遵守 recent 中交建稱 西亞 這種 情況 別無選擇 沒有 而產生 尊重 指示 期限 通知 法律,10.0,16.0,5
1251,曹妃甸新城學府路工程施工二標段市政項目 - 京津冀建設工程信息平颱,2018年 - 河北天森建工集團有限公司. 中交建宏峰集團有限公司. 投標文件被判為廢標的投標人名稱及編碼: 北旺建設集團有限公司. 廢標原因: 開標現場未單獨,京津冀 學府 二標 項目 建設 曹妃甸 工程施工 新城 市政 工程 信息 集團 投標 廢標 有限公司 2018 天森 中交建宏峰 稱及 編碼 北旺 建設 開標 現場 單獨 人名 建工 被判 河北 文件 原因,11.0,20.0,0
1252,經貿摩擦預警信息（2018年05月第①期）_中國貿促會長春市委員會長春 ,2018年 - 該案自美國企業於2005年對中國企業提起訴訟開始，曆經一審、二審一直申訴至最高法院，已有13年曆史。 . 中交建：拓展多米尼加市場取得突破.,經貿 預警 2018 05 中國貿 促會長 員會長 市委 摩擦 信息 企業 2018 該案 自美國 2005 中國 訴訟 開始 經一審 二審 申訴 13 中交建 市場 多米尼加 最高法院 拓展 提起 已有 突破 取得 一直,10.0,22.0,11
1253,中國駐加拿大大使：美澳雜音正在破壞中加貿易關係| 每經App,1 - 但現在加中關係似乎冷淡下來，加政府對進一步發展對華關係更加猶豫，它阻止瞭中交建收購加愛康集團，遲遲不肯啓動加中自貿協定談判。” 盧沙野,中國 美澳 雜音 破壞 貿易關 每經 App 中加 大使 加拿大 正在 但現 加中關 下來 對進 發展 對華關 猶豫 瞭中 交建 收購 加愛康 集團 遲遲 動加 自貿 協定 談判 盧沙野 冷淡 阻止 一步 不肯 更加 似乎 政府,11.0,25.0,19
1254,中國交通建設股份有限公司：PPP模式的創新樣本_新聞中心_中國網,2016年 - 中國交通建設股份有限公司（以下簡稱中交建）長期涉足PPP投資領域，成為目前在PPP領域中比較成熟的公司之一。截止2015年底，中交建投資項目,中國 建設 PPP 創新樣 新聞 中國網 模式 交通 有限公司 股份 中心 中交建 PPP 投資 領域 2016 中國 建設 簡稱 成為 2015 項目 涉足 截止 成熟 交通 年底 有限公司 以下 股份 之一 目前 公司,11.0,22.0,0
1255,東北·中交城在大連經濟技術開發區奠基_澳門金沙國際娛樂場_點擊 ,2018年 - 奠基儀式上，大連開發區領導錶示，東北·中交城項目開工建設，為金普新區與中交建集團開展深入閤作邁齣瞭更加紮實的一步。大連開發區管委會,交城 東北 大連 經濟 技術開 發區 澳門 國際 娛樂場 點擊 金沙 奠基 大連開 發區 交城 2018 儀式 領導 東北 項目 開工 建設 金普新區 中交建 集團 開展 作邁 實的 管委 奠基 深入 一步 更加,12.0,21.0,0
1256,中交疏浚,2018年 - 公司能夠獲取一定的流動性支持，2017 年公司自中交建融租賃有限. 公司取得  一些與客戶、分包商、供應商等之間的糾紛、訴訟或索賠，公司涉及.,中交 疏浚 公司 分包商 2018 能夠 獲取 流動性 2017 自中 交建融 租賃 客戶 供應商 之間 糾紛 訴訟 或索 有限 涉及 取得 支持 一定 一些,2.0,22.0,0
1257,高速公路行業新聞參考 - 招商局公路網絡科技控股股份有限公司,2017年 - 錶河北交通投資集團公司共同齣資成立項目公司中交建冀交高速公路投資  交通運輸部辦公廳公安部辦公廳關於整治衝卡逃費維護收費公路運營,行業 新聞 參考 網絡 招商局 高速公路 控股 公路 科技 有限公司 股份 投資 2017 集團 項目 中交建冀交 運輸部 辦公廳 辦公廳關 衝卡 逃費維護 收費 運營 交通 公安部 整治 高速公路 公司 河北 公路 共同 成立,11.0,21.0,21
1259,時時彩追號可以嗎, - 反腐敗鬥爭實畢，用一天時間集中起訴，法院隻用瞭40 . 黨委、紀委領導營業績産生積極影響，而且將有利於中交建繼在伊德利蔔衝突降級區失事。,時時彩 追號 可以 敗鬥爭 實畢 時間 起訴 40 黨委 紀委 領導 營業績 生積 極影響 有利於 中交建繼 級區 德利 突降 反腐 失事 法院 一天 集中 而且,3.0,22.0,0
1260,中金:基建股估值處低位可留意三股 - Hong Kong News, -  估值已迴落至歷史低位，下半年可留意三隻基建股，包括中交建(01800)、中冶(01618)及城建(0159.  球迷飲酒預祝法國勝廣州4名司機醉駕被拘.,Hong Kong News 三股 基建 留意 低位 估值 歷史 中交建 01800 01618 0159 飲酒 預祝法 國勝廣州 名司 機醉 城建 球迷 中冶 基建 留意 低位 下半年 估值 包括,8.0,19.0,0
